xq2_bin,z_bin,pt2_bin,m1_content,m1_error,m2_content,m2_error,m3_content,m3_error,ref_x,ref_y,ref_eyl,ref_eyh,pt2_center,z_center,scale_content,scale_acc,bin_width,scale_factor,m2_minus_m1,ref_minus_m1,ref_minus_m2
2,4,3,1.3315536164384036,0.02893919977207189,0.16644420205480046,0.0036173999715089864,1.916900684224912,0.02748265456572558,0.124826,1.90405,0.126123,0.126123,0.125,0.45,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-1.1651094143836032,0.5724963835615964,1.7376057979451995
2,4,4,1.180145897784544,0.021203288599597456,0.14751823722306798,0.0026504110749496815,1.6491001384643735,0.023880536434280442,0.174838,1.65141,0.110919,0.110919,0.175,0.45,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-1.0326276605614761,0.471264102215456,1.5038917627769322
2,4,5,1.1658424777508978,0.029524871025356864,0.14573030971886222,0.003690608878169608,1.2472528970126868,0.012499930658856209,0.248284,1.23842,0.062195,0.062195,0.25,0.45,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-1.0201121680320355,0.0725775222491023,1.0926896902811378
2,4,6,0.7998151762051735,0.021517308046633266,0.0999768970256467,0.0026896635058291578,0.8389800321358937,0.008946501611027571,0.347361,0.809615,0.0371695,0.0371695,0.35,0.45,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.6998382791795268,0.009799823794826468,0.7096381029743533
2,4,7,0.5087875030085452,0.012208647356971367,0.06359843787606816,0.0015260809196214209,0.5596499653155326,0.006668635156058192,0.446878,0.531493,0.0240629,0.0240629,0.45,0.45,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.4451890651324771,0.022705496991454743,0.4678945621239318
2,4,8,0.29336488347580414,0.004997710687668036,0.03667061043447552,0.0006247138359585045,0.3170743319049847,0.004024114696678492,0.56772,0.29781,0.0160346,0.0160346,0.575,0.45,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.25669427304132864,0.00444511652419588,0.2611393895655245
2,4,9,0.15387129396499538,0.0028594302346811318,0.019233911745624423,0.00035742877933514147,0.1641454600677157,0.0026847448525338627,0.717275,0.145701,0.0088133,0.0088133,0.7250000000000001,0.45,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.13463738221937097,-0.008170293964995384,0.12646708825437558
2,4,10,0.06970094040933297,0.0015888357692114526,0.008712617551166622,0.00019860447115143157,0.07193296471729799,0.001519861609004997,0.885805,0.0658005,0.00408023,0.00408023,0.9,0.45,26900867.69502277,0.5979512577774716,0.02,3.108407384802273e-06,-0.060988322858166355,-0.0039004404093329753,0.05708788244883338
2,5,2,0.684922324523276,0.03191340651646198,0.08561529056540948,0.003989175814557747,1.2862353450299984,0.02468635701194348,0.0745623,1.25279,0.107626,0.107626,0.07500000000000001,0.55,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.5993070339578664,0.5678676754767241,1.1671747094345906
2,5,3,0.6436659665244469,0.024961887161117528,0.08045824581555586,0.003120235895139691,1.0619978610749354,0.02242455633639439,0.124604,1.06067,0.0780927,0.0780927,0.125,0.55,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.563207720708891,0.41700403347555315,0.9802117541844442
2,5,4,0.6696820972312054,0.023844255173887326,0.08371026215390066,0.0029805318967359154,0.9310608524105316,0.017433918376577574,0.174769,0.897823,0.0622711,0.0622711,0.175,0.55,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.5859718350773048,0.22814090276879462,0.8141127378460994
2,5,5,0.5130243358426492,0.008782049320123263,0.06412804198033115,0.0010977561650154079,0.7046502383655786,0.009642862536358121,0.248787,0.693236,0.0414131,0.0414131,0.25,0.55,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.448896293862318,0.1802116641573508,0.6291079580196688
2,5,6,0.38194652803230494,0.005955992207360633,0.04774331600403812,0.0007444990259200792,0.5203040661630289,0.0073426591708462465,0.347993,0.503746,0.0295185,0.0295185,0.35,0.55,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.3342032120282668,0.12179947196769508,0.4560026839959619
2,5,7,0.27243381913906783,0.004630331513927395,0.03405422739238348,0.0005787914392409245,0.3681013495851446,0.005581770995762331,0.447502,0.346204,0.0188088,0.0188088,0.45,0.55,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.23837959174668436,0.07377018086093218,0.31214977260761656
2,5,8,0.16694005706887208,0.0026645640175467712,0.02086750713360901,0.00033307050219334646,0.226451425767495,0.0032708592858872883,0.568299,0.216201,0.0122606,0.0122606,0.575,0.55,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.14607254993526306,0.04926094293112793,0.19533349286639098
2,5,9,0.10495526260421037,0.002561904186294339,0.013119407825526298,0.0003202380232867924,0.12889318581043646,0.0024046910437290985,0.718427,0.117635,0.00757819,0.00757819,0.7250000000000001,0.55,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.09183585477868407,0.012679737395789634,0.1045155921744737
2,5,10,0.060306186617032395,0.00156495563115358,0.007538273327129049,0.0001956194538941975,0.06652124582864208,0.0013969606322505699,0.887372,0.0582967,0.00344993,0.00344993,0.9,0.55,26900867.69502277,0.5979512577774716,0.02,3.108407384802273e-06,-0.052767913289903344,-0.0020094866170323952,0.05075842667287095
2,6,2,0.44673631017563215,0.01975526272721921,0.05584203877195402,0.0024694078409024014,0.7730869494208557,0.015567189726101587,0.0744191,0.739825,0.0606844,0.0606844,0.07500000000000001,0.6499999999999999,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.3908942714036781,0.2930886898243678,0.6839829612280459
2,6,3,0.45337773129133085,0.027569041489728576,0.05667221641141636,0.003446130186216072,0.6664009124249691,0.014292916578165657,0.124401,0.624342,0.044712,0.044712,0.125,0.6499999999999999,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.3967055148799145,0.1709642687086691,0.5676697835885836
2,6,4,0.3317114161487404,0.01259694314186928,0.04146392701859254,0.00157461789273366,0.5503081931115156,0.012847036239708252,0.174682,0.51747,0.0422564,0.0422564,0.175,0.6499999999999999,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.29024748913014786,0.1857585838512596,0.47600607298140746
2,6,5,0.3346285267801451,0.009634640531497197,0.04182856584751814,0.0012043300664371494,0.4519603795495304,0.007836270915502154,0.248553,0.427612,0.0298739,0.0298739,0.25,0.6499999999999999,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.29279996093262695,0.0929834732198549,0.38578343415248184
2,6,6,0.22862520976248812,0.0048482468313158925,0.028578151220311016,0.0006060308539144865,0.31482293304098874,0.005708230661396992,0.348607,0.302843,0.0227527,0.0227527,0.35,0.6499999999999999,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.2000470585421771,0.07421779023751185,0.27426484877968893
2,6,7,0.1820069841855109,0.003965172141768474,0.022750873023188862,0.0004956465177210593,0.2423161615590813,0.004473577017921129,0.447824,0.224843,0.0188989,0.0188989,0.45,0.6499999999999999,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.15925611116232202,0.04283601581448909,0.20209212697681112
2,6,8,0.11850594791601773,0.002223110517122777,0.014813243489502217,0.0002778888146403471,0.1612079963023766,0.002689773022484267,0.568541,0.149271,0.0105213,0.0105213,0.575,0.6499999999999999,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.10369270442651551,0.030765052083982253,0.13445775651049777
2,6,9,0.06503253496820663,0.0015597515969663909,0.008129066871025829,0.00019496894962079886,0.09104405801328226,0.001955220122361946,0.71767,0.0814619,0.00582614,0.00582614,0.7250000000000001,0.6499999999999999,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.056903468097180804,0.016429365031793375,0.07333283312897418
2,6,10,0.03836058349238332,0.001327153541184799,0.004795072936547915,0.00016589419264809987,0.046707534877364204,0.00112472549609912,0.886585,0.0396389,0.00262122,0.00262122,0.9,0.6499999999999999,26900867.69502277,0.5979512577774716,0.02,3.108407384802273e-06,-0.033565510555835405,0.0012783165076166794,0.034843827063452085
2,7,2,0.30029576753815457,0.013849750105723682,0.03753697094226933,0.0017312187632154603,0.4463404596042467,0.01073888552735235,0.073947,0.415115,0.0438804,0.0438804,0.07500000000000001,0.75,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.26275879659588525,0.11481923246184544,0.3775780290577307
2,7,3,0.24107518924925192,0.02125082339517196,0.03013439865615649,0.002656352924396495,0.4044184428534877,0.010525410035345354,0.12423,0.386146,0.0373261,0.0373261,0.125,0.75,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.21094079059309542,0.14507081075074807,0.3560116013438435
2,7,4,0.16206274669541879,0.009343317153995147,0.02025784333692735,0.0011679146442493933,0.3286893294934555,0.009118649774507636,0.174201,0.306147,0.026797,0.026797,0.175,0.75,26900867.69502277,0.5979512577774716,0.005,1.2433629539209092e-05,-0.14180490335849144,0.14408425330458122,0.28588915666307263
2,7,5,0.16270238753954022,0.0049403089299709215,0.020337798442442528,0.0006175386162463652,0.266354879763681,0.005453980932128638,0.247903,0.244279,0.0204359,0.0204359,0.25,0.75,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.1423645890970977,0.08157661246045977,0.22394120155755748
2,7,6,0.11425356936013333,0.0031061238302235,0.014281696170016669,0.0003882654787779375,0.1778080308631862,0.004052796060306599,0.347679,0.166937,0.0156919,0.0156919,0.35,0.75,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.09997187319011666,0.05268343063986668,0.15265530382998332
2,7,7,0.10015069374602158,0.003074377790249369,0.012518836718252695,0.00038429722378117114,0.13243877042190255,0.003229979702199181,0.447043,0.119621,0.0108973,0.0108973,0.45,0.75,26900867.69502277,0.5979512577774716,0.01,6.216814769604546e-06,-0.08763185702776888,0.01947030625397843,0.1071021632817473
2,7,8,0.05551285056437863,0.0015430404170836604,0.006939106320547329,0.00019288005213545756,0.07497291516542344,0.0018327528971258495,0.566461,0.066196,0.0067001,0.0067001,0.575,0.75,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.048573744243831304,0.010683149435621375,0.05925689367945268
2,7,9,0.025226480023066548,0.0009795342552039181,0.0031533100028833185,0.00012244178190048976,0.03481120583273273,0.0012200605512674783,0.714607,0.0281369,0.00309497,0.00309497,0.7250000000000001,0.75,26900867.69502277,0.5979512577774716,0.015,4.144543179736364e-06,-0.02207317002018323,0.0029104199769334517,0.02498358999711668
2,7,10,0.00725562578018618,0.0004678816143743662,0.0009069532225232725,5.848520179679577e-05,0.01068535600621788,0.0005888810067757453,0.875439,0.00798953,0.00123727,0.00123727,0.9,0.75,26900867.69502277,0.5979512577774716,0.02,3.108407384802273e-06,-0.006348672557662908,0.0007339042198138196,0.007082576777476727
3,2,2,12.73461722021445,0.4180010987831651,1.5918271525268062,0.052250137347895645,11.82351778495902,0.20844964608641808,0.0745612,11.9283,1.89955,1.89955,0.07500000000000001,0.25,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-11.142790067687644,-0.8063172202144493,10.336472847473194
3,2,3,9.095823289837718,0.1363345975859287,1.1369779112297147,0.017041824698241087,9.082700471158775,0.12756755048198706,0.124047,9.14333,1.0738,1.0738,0.125,0.25,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-7.958845378608003,0.04750671016228303,8.006352088770285
3,2,4,6.630070193731079,0.13203464887178643,0.8287587742163849,0.016504331108973303,6.606632313410407,0.09823353699563742,0.173406,6.61604,0.636462,0.636462,0.175,0.25,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-5.801311419514694,-0.014030193731079166,5.787281225783615
3,2,5,4.329105617015143,0.06223297541743921,0.5411382021268929,0.0077791219271799005,4.245186636559256,0.05112047365466547,0.24271,4.13998,0.370951,0.370951,0.25,0.25,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-3.78796741488825,-0.18912561701514274,3.5988417978731073
3,2,6,2.487483847473165,0.0679741943004372,0.31093548093414564,0.00849677428755465,2.2417531973053366,0.041216289849153716,0.341512,2.10605,0.136351,0.136351,0.35,0.25,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-2.1765483665390195,-0.3814338474731649,1.7951145190658546
3,2,7,0.9658338096204077,0.03460579756453533,0.12072922620255096,0.004325724695566916,1.2235923708532082,0.04059338858717037,0.439488,1.06117,0.131695,0.131695,0.45,0.25,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.8451045834178567,0.09533619037959229,0.940440773797449
3,2,8,0.269029052294721,0.022085900426222955,0.03362863153684013,0.0027607375532778694,0.5372496566971993,0.043407832231805846,0.540633,0.568211,0.0771913,0.0771913,0.575,0.25,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,-0.2354004207578809,0.299181947705279,0.5345823684631599
3,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,,,
3,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,20983014.612178106,0.5738341458537011,0.02,4.15255825744897e-06,,,
3,3,2,4.9512846784023905,0.12051751491895321,0.6189105848002988,0.015064689364869153,5.171308628854345,0.0762543929290307,0.0741098,5.02251,0.363577,0.363577,0.07500000000000001,0.35,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-4.332374093602092,0.07122532159760908,4.403599415199701
3,3,3,4.079728809873672,0.09522397796216209,0.509966101234209,0.011902997245270261,4.182872445896303,0.05211236030729149,0.124793,4.17946,0.206745,0.206745,0.125,0.35,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-3.5697627086394634,0.09973119012632736,3.669493898765791
3,3,4,3.4628880464071656,0.05414364070353829,0.4328610058008957,0.006767955087942288,3.454352898055238,0.04406432711015912,0.174458,3.45323,0.170528,0.170528,0.175,0.35,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-3.03002704060627,-0.00965804640716561,3.0203689941991043
3,3,5,2.2534637723903863,0.02940333568191206,0.2816829715487983,0.0036754169602390076,2.32716440809235,0.02252169808198619,0.245782,2.31951,0.12341,0.12341,0.25,0.35,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-1.971780800841588,0.06604622760961387,2.037827028451202
3,3,6,1.3686054438887232,0.02043100873536177,0.17107568048609037,0.002553876091920221,1.4091803279365165,0.016476612654536812,0.345106,1.36085,0.0573548,0.0573548,0.35,0.35,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-1.1975297634026327,-0.00775544388872329,1.1897743195139094
3,3,7,0.7992351621243206,0.014850992362352735,0.09990439526554007,0.001856374045294092,0.7767070122165207,0.012514857202365521,0.444951,0.732941,0.0410132,0.0410132,0.45,0.35,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.6993307668587805,-0.0662941621243206,0.6330366047344599
3,3,8,0.41607525663729644,0.011091341231585991,0.05200940707966205,0.0013864176539482484,0.3762894603446884,0.007814435707300048,0.561937,0.35102,0.0173961,0.0173961,0.575,0.35,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,-0.3640658495576344,-0.06505525663729644,0.29901059292033794
3,3,9,0.1793337905901015,0.014909706804321,0.022416723823762686,0.0018637133505401248,0.17049153935794686,0.006189376657699645,0.709936,0.157976,0.0130324,0.0130324,0.7250000000000001,0.35,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,-0.1569170667663388,-0.021357790590101483,0.1355592761762373
3,3,10,0.040069095016824034,0.004402087367518122,0.005008636877103003,0.0005502609209397652,0.0524523917083636,0.004722530772024025,0.866687,0.0462198,0.011306,0.011306,0.9,0.35,20983014.612178106,0.5738341458537011,0.02,4.15255825744897e-06,-0.03506045813972103,0.006150704983175964,0.04121116312289699
3,4,2,2.4717612234172317,0.0546811417264059,0.30897015292715396,0.006835142715800738,2.673612628439714,0.036972968278700585,0.0740736,2.58457,0.158475,0.158475,0.07500000000000001,0.45,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-2.1627910704900777,0.11280877658276811,2.275599847072846
3,4,3,1.5109391499823182,0.034297591235012664,0.18886739374778977,0.004287198904376584,2.083974272780459,0.03299783530600175,0.12456,2.09309,0.136513,0.136513,0.125,0.45,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-1.3220717562345283,0.582150850017682,1.9042226062522103
3,4,4,1.5896550910795473,0.0811741940482872,0.1987068863849434,0.0101467742560359,1.844715089402601,0.027474780366548015,0.174691,1.80979,0.099331,0.099331,0.175,0.45,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-1.3909482046946038,0.22013490892045273,1.6110831136150565
3,4,5,1.2889565331194923,0.02525878852523776,0.16111956663993654,0.0031573485656547196,1.3591069355508554,0.014008545181737423,0.247853,1.32886,0.0602388,0.0602388,0.25,0.45,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-1.1278369664795558,0.03990346688050761,1.1677404333600634
3,4,6,0.850879619304712,0.017807969003160735,0.106359952413089,0.002225996125395092,0.8882990843491531,0.010565323515354497,0.346314,0.852696,0.0306469,0.0306469,0.35,0.45,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.744519666891623,0.0018163806952880002,0.746336047586911
3,4,7,0.5439635947552932,0.012530458716010233,0.06799544934441165,0.0015663073395012792,0.5748021694064455,0.008262396197764924,0.445912,0.538879,0.0225836,0.0225836,0.45,0.45,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.47596814541088156,-0.005084594755293215,0.47088355065558835
3,4,8,0.30825653444126344,0.005856161407817364,0.03853206680515793,0.0007320201759771708,0.32734297788883565,0.005069012811190354,0.565955,0.30223,0.0145249,0.0145249,0.575,0.45,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,-0.2697244676361055,-0.0060265344412634425,0.2636979331948421
3,4,9,0.15035295548242456,0.0039718654987352265,0.01879411943530307,0.0004964831873419033,0.14629201610909753,0.00343380316083022,0.715488,0.130155,0.00695457,0.00695457,0.7250000000000001,0.45,20983014.612178106,0.5738341458537011,0.015,5.5367443432652936e-06,-0.13155883604712149,-0.020197955482424562,0.11136088056469692
3,4,10,0.06342575106291809,0.0029237572771936117,0.007928218882864761,0.00036546965964920147,0.05379431378578046,0.001853079844745431,0.882653,0.0468629,0.00275675,0.00275675,0.9,0.45,20983014.612178106,0.5738341458537011,0.02,4.15255825744897e-06,-0.05549753218005333,-0.01656285106291809,0.03893468111713524
3,5,2,1.266535100014027,0.055820944662903535,0.15831688750175338,0.006977618082862942,1.4028727889687425,0.025663021751199656,0.0737852,1.36944,0.0734984,0.0734984,0.07500000000000001,0.55,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-1.1082182125122737,0.10290489998597296,1.2111231124982467
3,5,3,0.9041420113898303,0.047211300699539716,0.11301775142372879,0.0059014125874424644,1.209176158498881,0.022159173206012146,0.124353,1.1597,0.0692439,0.0692439,0.125,0.55,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-0.7911242599661015,0.25555798861016965,1.0466822485762712
3,5,4,0.7723762009431568,0.02308799142207492,0.0965470251178946,0.002885998927759365,1.0675473697125093,0.021064757762662638,0.17462,1.03082,0.063783,0.063783,0.175,0.55,20983014.612178106,0.5738341458537011,0.005,1.661023302979588e-05,-0.6758291758252623,0.2584437990568432,0.9342729748821055
3,5,5,0.7667238246308133,0.04245247433865486,0.09584047807885165,0.005306559292331857,0.7745008354419846,0.011157622998038286,0.248524,0.759378,0.0395182,0.0395182,0.25,0.55,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.6708833465519617,-0.007345824630813347,0.6635375219211483
3,5,6,0.48773457341742266,0.018085825134822195,0.06096682167717783,0.0022607281418527744,0.5710052788279132,0.007997437404092577,0.347557,0.540093,0.0253391,0.0253391,0.35,0.55,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.42676775174024484,0.05235842658257739,0.4791261783228222
3,5,7,0.3371076058245977,0.012787970754358747,0.04213845072807471,0.0015984963442948435,0.39003840374326953,0.006388487917076907,0.446348,0.369199,0.0162465,0.0162465,0.45,0.55,20983014.612178106,0.5738341458537011,0.01,8.30511651489794e-06,-0.294969155096523,0.0320913941754023,0.3270605492719253
